career_id,career_name,core_skills,interests,personality_fit,description
816,Hotel Manager,Budgeting;Front Office;Housekeeping;Operations;Revenue;Accounting;Quality Control,Hospitality;Service;Operations;Research,ESTJ;ESFJ,Manage hotel departments and guest satisfaction.
817,Chef,Cooking;Creativity;Hygiene;Inventory;Menu Planning;Digital Marketing;Law;Time Management,Food;Creativity;Operations;Compliance,ISFP;ISTJ;INTP;ENFP,Prepare dishes and manage kitchen operations.
818,Event Planner,Budgeting;Coordination;Creativity;Negotiation;Vendor Management;Customer Service;Digital Marketing;Time Management,Events;Creativity;Ops;Service;Strategy,ENTP;ISTJ,Plan and execute events.
819,Travel Consultant,Bookings;Customer Service;GDS;Geography;Sales;Public Speaking,Travel;Service;Sales;Leadership;Operations,ENTP;ESTJ;ESFJ,Design travel plans and handle bookings.
820,Architect,3D Modeling;Building Codes;Design;Presentation;Project Management;Accounting;First Aid,Architecture;Design;Construction;Compliance;Teaching,INTJ;ENTP;ISTJ,Design buildings and manage projects.
821,Civil Engineer,AutoCAD;Contracts;QA/QC;Site Management;Structures;Writing,Construction;Infrastructure;Project;Creativity;Operations,ESFJ;INTJ;ENFP;ISTJ,Plan and oversee civil works.
822,Environmental Scientist,Field Work;GIS;Policy;Reporting;Sampling;Graphic Design;Photography;Teamwork,Environment;Research;Sustainability;Creativity,ESFJ;ENFP;ISTJ;INTP,Study environmental impacts and mitigation.
823,Agronomist,Crop Management;Extension;Field Trials;Pest Control;Soil Science;CAD;Rehabilitation,Agriculture;Field;Research;Creativity;Teaching,ISTJ;INTJ;INTP,Optimize crop production and advise farmers.
824,Social Worker,Casework;Community Outreach;Coordination;Counseling;Empathy;Foreign Language;Time Management,NGO;Community;Service,ISFJ;INFJ;ESFJ,Support individuals and communities.
825,NGO Program Manager,Budgeting;Coordination;Grant Writing;Monitoring & Evaluation;Program Design;First Aid;Procurement;Statistics,NGO;Projects;Public;Field,ENFJ;INTP;ENTP,Manage social programs and partnerships.
826,Sports Coach,Coaching;Communication;Fitness;Motivation;Planning;Law;Risk Management;Statistics,Sports;Training;Mentorship;Leadership;Strategy,ISTJ;ESFJ,Train athletes and plan sessions.
827,Pilot,Aviation;Checklists;Communication;Instrumentation;Navigation;Design Thinking;Sales,Aviation;Safety;Precision;Field,ISTJ;ENTJ;ESFJ,Operate aircraft safely and efficiently.
828,Merchant Navy Officer,Compliance;Engine Ops;Navigation;Safety;Watchkeeping;Data Analysis;Econometrics,Maritime;Operations;Safety;Creativity;Leadership,ESTJ;ESFJ;ENFP,Operate ships and manage onboard operations.
829,Investment Analyst,Accounting;Excel;Finance;PowerPoint;Research;Data Analysis,Markets;Analysis;Strategy;Field,INTJ;ESFJ;INTP;ENTP,"Analyze companies, build models, and recommend investments."
830,Accountant,Accounting;Compliance;Excel;Reconciliation;Reporting;ERP;Econometrics,Compliance;Reporting;Detail;Strategy;Operations,ESTJ;ISTJ;ISFJ;ESFJ,"Prepare financial statements, manage taxes and compliance."
831,Financial Planner,Communication;Excel;Risk Management;Sales;Wealth Management;CRM;Pharmacology;Teamwork,Client;Planning;Finance;Research;Compliance,ENTP;ISTJ;ESFJ,"Advise clients on investments, insurance, and goals."
832,Risk Analyst,Compliance;Governance;Risk Management;SQL;Statistics;Law,Risk;Governance;Data;Leadership,INTP;ISTJ;ESFJ;ESTJ,Quantify and manage financial/operational risks.
833,Economist,Econometrics;Policy;R;Stata;Statistics;Creativity,Research;Policy;Data;Operations;Creativity,INFJ;ISTJ;ESTJ;ESFJ,Study economic trends and evaluate policies.
834,Doctor (General Practitioner),Anatomy;Clinical Diagnosis;Communication;Patient Care;Pharmacology;Digital Marketing;ERP,Healthcare;People;Service;Field;Teaching,ENTP;INFJ;ENFJ;ESTJ,Diagnose and treat common illnesses; coordinate care.
835,Surgeon,Anatomy;Asepsis;Documentation;Surgery;Teamwork;Hospitality;Risk Management;Statistics,Healthcare;Precision;Emergency;Creativity;Sales,ESFJ;ENTP,Perform surgical procedures and manage perioperative care.
836,Nurse,Documentation;Empathy;Patient Care;Teamwork;Vitals;Communication,Care;Healthcare;Service;Strategy,ISFJ;ENFJ,Provide nursing care and coordinate with healthcare teams.
837,Pharmacist,Counseling;Dispensing;Documentation;Inventory;Pharmacology;Data Analysis;Statistics,Healthcare;Compliance;Service;Sales;Operations,ESFJ;INTP;ENTP,Dispense medications and advise on safe usage.
838,Physiotherapist,Anatomy;Assessment;Counseling;Exercise Therapy;Rehabilitation;Sales,Care;Movement;Health;Service,INTP;ISFJ;ENFJ,Help patients recover mobility and function.
839,Lawyer (Litigation),Client Management;Drafting;Law;Negotiation;Public Speaking;Time Management,Law;Advocacy;Strategy,ENFP;ESFJ;ISTJ;ENTJ,"Argue cases, draft petitions, and advise clients."
840,Corporate Lawyer,Company Law;Compliance;Contracts;Drafting;M&A;Customer Service;Supply Chain,Law;Business;Strategy;Research,ISTJ;ESFJ,Draft/negotiates contracts and handle corporate compliance.
841,Legal Analyst,Case Research;Compliance;Excel;Policy;Writing;Event Management;Leadership,Law;Research;Writing;Compliance;Operations,ENTP;ISTJ;ESFJ,Research legal issues and support attorneys.
842,Paralegal,Client Communication;Documentation;Drafting;Research;Scheduling;Data Analysis;Finance,Law;Support;Detail;Compliance;Sales,ISFJ;ENFP;ESTJ,Support lawyers with documentation and prep.
843,Policy Analyst,Policy;Presentation;Research;Stakeholder Analysis;Writing;Graphic Design;Statistics,Policy;Research;Public;Leadership;Sales,INTJ;INFJ,Evaluate policy options and impacts.
844,Political Campaign Manager,Budgeting;Communication;Data;Field Operations;Leadership;Creativity;Risk Management,Politics;Campaign;Public;Creativity;Leadership,ENFJ;ENFP;ENTJ,Plan and run political campaigns.
845,Civil Services Officer,Administration;Law;Management;Policy;Writing;Graphic Design;Time Management,Governance;Public;Leadership;Sales,ESTJ;ESFJ,Implement policies and manage public programs.
846,Diplomat/Foreign Service,Analysis;International Relations;Languages;Negotiation;Writing;PowerPoint,Policy;International;Public;Service;Research,ISTJ;ENTP;ENFJ,Represent the country and negotiate agreements.
847,Journalist,Editing;Fact-Checking;Interviewing;Multimedia;Reporting;Customer Service;Finance;Writing,Media;Storytelling;Public;Field;Teaching,ISTJ;ESFJ;INFJ,Report news and produce stories.
848,Video Editor,Audio;Color Grading;Editing;Premiere Pro;Storytelling;Marketing;Quality Control,Media;Creativity;Post-Production;Operations;Strategy,INTP;ENTP;ISTJ;ENFP,Edit video content and craft narratives.
849,Photographer,Client Communication;Composition;Lighting;Photography;Portfolio;Documentation;Event Management;Teamwork,Media;Creativity;Art;Sales,ENFP;ESTJ;ISFP,Shoot and edit photos for clients or media.
850,Music Producer,Arrangement;Collaboration;DAW;Mixing;Sound Design;Customer Service;Hospitality;Marketing,Music;Creativity;Production;Leadership,ESFJ;ISFP;ENFP,Produce and polish music tracks.
851,Teacher (School),Assessment;Classroom Management;Communication;Lesson Planning;Subject Knowledge;Clinical Diagnosis;Photography,Education;Teaching;Mentorship;Strategy;Operations,INTP;ISTJ,Teach and mentor students at school level.
852,Professor/Lecturer,Curriculum;Grant Writing;Mentoring;Publications;Teaching;Communication;Project Management,Education;Research;Teaching;Leadership,INTP;ESTJ;ESFJ,Teach in college and publish research.
853,Instructional Designer,Assessment;Authoring Tools;Pedagogy;UX;Writing;ERP;Negotiation,Education;Design;Learning;Field;Compliance,ESTJ;ENFP,Design e-learning materials and curricula.
854,Sales Manager,CRM;Negotiation;Pipeline;Sales Strategy;Targets;Time Management,Sales;Business;Leadership;Research;Service,ENTJ;ENTP,Lead sales teams and manage revenue targets.
855,Business Development Executive,Cold Outreach;Follow-ups;Negotiation;Pitching;Prospecting;Clinical Diagnosis;Photography,Sales;Growth;Client;Creativity,ESTJ;ESFJ;ENFJ;ENFP,Acquire new clients and partnerships.
856,HR Generalist,Compliance;Employee Relations;Payroll;Policies;Recruitment;Pharmacology;Public Speaking,HR;People;Operations,ISTJ;INTP;ENFJ,Handle HR ops and employee lifecycle.
857,Recruiter/Talent Acquisition,ATS;Coordination;Interviewing;Negotiation;Sourcing;Hospitality,HR;Hiring;Communication;Operations,ENFJ;ENTP;ESFJ;ISTJ,Find and evaluate candidates for roles.
858,Operations Manager,Budgeting;KPIs;Leadership;Process Improvement;Scheduling;Foreign Language,Operations;Management;Scaling;Creativity,ENFP;ISTJ;INTP;ESTJ,Run day-to-day operations and improve efficiency.
859,Supply Chain Manager,Demand Planning;Excel;Inventory;Logistics;SAP;Counseling;Hospitality;Marketing,Supply Chain;Logistics;Vendors;Operations,ISTJ;INTP;ESTJ,Manage end-to-end supply chain.
860,Logistics Coordinator,Documentation;Excel;Routing;Transportation;Warehouse,Logistics;Operations;Vendors;Creativity,ESTJ;ISFJ;ESFJ;INTP,Coordinate shipments and warehousing.
861,Procurement Specialist,Compliance;Costing;Negotiation;SAP;Vendor Management;Graphic Design,Procurement;Vendors;Cost;Teaching;Creativity,ESFJ;ISTJ,Source goods/services and negotiate deals.
862,Hotel Manager,Front Office;Guest Experience;Housekeeping;Operations;Revenue;Data Analysis;Digital Marketing;Logistics,Hospitality;Service;Operations;Research;Strategy,ENFP;ENTP,Manage hotel departments and guest satisfaction.
863,Chef,Creativity;Hygiene;Inventory;Menu Planning;Teamwork;Econometrics;Procurement;Sales,Food;Creativity;Operations;Field,ESFJ;ENTP;ENFP,Prepare dishes and manage kitchen operations.
864,Event Planner,Budgeting;Creativity;Logistics;Negotiation;Vendor Management;Leadership;Research;Statistics,Events;Creativity;Ops;Strategy;Field,ENTP;INTP;ESFJ,Plan and execute events.
865,Travel Consultant,Bookings;Customer Service;Geography;Itineraries;Sales;Quality Control,Travel;Service;Sales;Teaching;Compliance,ENTP;INTP,Design travel plans and handle bookings.
866,Architect,3D Modeling;CAD;Design;Presentation;Project Management;Clinical Diagnosis,Architecture;Design;Construction;Strategy;Field,ESTJ;ISTJ;ESFJ;INTP,Design buildings and manage projects.
867,Civil Engineer,AutoCAD;Contracts;QA/QC;Site Management;Structures;Marketing;Risk Management,Construction;Infrastructure;Project;Leadership;Compliance,ESTJ;INTP,Plan and oversee civil works.
868,Environmental Scientist,Field Work;GIS;Policy;Reporting;Sampling;CAD;Hospitality;Writing,Environment;Research;Sustainability;Teaching;Strategy,ENFP;ISTJ;ESTJ,Study environmental impacts and mitigation.
869,Agronomist,Crop Management;Extension;Irrigation;Pest Control;Soil Science;Clinical Diagnosis;Foreign Language,Agriculture;Field;Research,ESFJ;INTP;ENTP;ISFJ,Optimize crop production and advise farmers.
870,Social Worker,Casework;Community Outreach;Coordination;Documentation;Empathy;Finance,NGO;Community;Service;Research;Teaching,ENFJ;ENFP,Support individuals and communities.
871,NGO Program Manager,Budgeting;Coordination;Grant Writing;Monitoring & Evaluation;Program Design;Data Analysis;Econometrics;Quality Control,NGO;Projects;Public;Operations,ESFJ;ISTJ,Manage social programs and partnerships.
872,Sports Coach,Assessment;Coaching;Communication;Motivation;Planning;Budgeting,Sports;Training;Mentorship;Research,ENFP;ESTJ,Train athletes and plan sessions.
873,Pilot,Aviation;Checklists;Communication;Navigation;Safety;Documentation,Aviation;Safety;Precision;Sales,ESTJ;ENFP;ESFJ,Operate aircraft safely and efficiently.
874,Merchant Navy Officer,Compliance;Engine Ops;Navigation;Safety;Teamwork;CAD;Excel,Maritime;Operations;Safety,INTP;ENTJ;ESTJ,Operate ships and manage onboard operations.
875,Investment Analyst,Finance;PowerPoint;Presentation;Research;Valuation;Econometrics;Hospitality,Markets;Analysis;Strategy;Research,INTP;ENFP;ISTJ,"Analyze companies, build models, and recommend investments."
876,Accountant,Accounting;Auditing;Compliance;ERP;Reconciliation;Marketing;Statistics,Compliance;Reporting;Detail;Operations,ISTJ;ENTP,"Prepare financial statements, manage taxes and compliance."
877,Financial Planner,Advisory;Communication;Excel;Finance;Wealth Management;Problem Solving,Client;Planning;Finance;Teaching;Sales,ENFP;ENFJ;ESFJ,"Advise clients on investments, insurance, and goals."
878,Risk Analyst,Compliance;Governance;Reporting;Risk Management;SQL;Clinical Diagnosis,Risk;Governance;Data;Operations,ESTJ;ISTJ;ENFP;INTJ,Quantify and manage financial/operational risks.
879,Economist,R;Research;Stata;Statistics;Writing;Marketing;Public Speaking,Research;Policy;Data;Field,ISTJ;INFJ;INTP,Study economic trends and evaluate policies.
880,Doctor (General Practitioner),Anatomy;Clinical Diagnosis;Communication;Patient Care;Pharmacology;Documentation;Research,Healthcare;People;Service;Teaching,ENFJ;ISFJ;INFJ,Diagnose and treat common illnesses; coordinate care.
881,Surgeon,Anatomy;Asepsis;Decision Making;Documentation;Teamwork;Creativity;Time Management,Healthcare;Precision;Emergency;Service;Research,INTJ;ENTJ;ISTJ,Perform surgical procedures and manage perioperative care.
882,Nurse,Documentation;Empathy;Medication;Patient Care;Vitals;CAD;Public Speaking;Quality Control,Care;Healthcare;Service,ENTP;ESTJ;ESFJ,Provide nursing care and coordinate with healthcare teams.
883,Pharmacist,Counseling;Dispensing;Documentation;Pharmacology;Regulations;Graphic Design;Hospitality,Healthcare;Compliance;Service;Creativity;Sales,ESTJ;ISTJ;INTJ;ENFP,Dispense medications and advise on safe usage.
884,Physiotherapist,Anatomy;Assessment;Counseling;Exercise Therapy;Rehabilitation;Video Editing;Writing,Care;Movement;Health;Sales;Creativity,ISFJ;INFJ;ENFP;ISTJ,Help patients recover mobility and function.
885,Lawyer (Litigation),Case Research;Client Management;Drafting;Negotiation;Public Speaking;Econometrics;Photography,Law;Advocacy;Strategy;Creativity,ISTJ;ENTP;INTP;INTJ,"Argue cases, draft petitions, and advise clients."
886,Corporate Lawyer,Company Law;Compliance;Contracts;Drafting;Negotiation;Design Thinking;Marketing;Sales,Law;Business;Strategy;Sales,ESTJ;ISTJ;INTP,Draft/negotiates contracts and handle corporate compliance.
887,Legal Analyst,Case Research;Compliance;Excel;Policy;Writing;Customer Service;Data Analysis;Graphic Design,Law;Research;Writing;Field,ESTJ;ENFP;INTP;INTJ,Research legal issues and support attorneys.
888,Paralegal,Client Communication;Documentation;Filing;Research;Scheduling;Data Analysis;Excel;Hospitality,Law;Support;Detail;Field,ESFJ;ISTJ;ENTP;ENFP,Support lawyers with documentation and prep.
889,Policy Analyst,Presentation;Research;Stakeholder Analysis;Statistics;Writing;Policy;Procurement,Policy;Research;Public;Service,INTP;ESFJ,Evaluate policy options and impacts.
890,Political Campaign Manager,Budgeting;Communication;Data;Leadership;Strategy;CRM;Project Management,Politics;Campaign;Public;Field,ESTJ;ENFJ;ESFJ,Plan and run political campaigns.
891,Civil Services Officer,Administration;Law;Management;Negotiation;Writing;Communication;Teamwork,Governance;Public;Leadership;Sales,INTP;ESFJ;ISTJ;ENTJ,Implement policies and manage public programs.
892,Diplomat/Foreign Service,Analysis;International Relations;Languages;Protocol;Writing;Graphic Design;Supply Chain,Policy;International;Public;Strategy;Field,ENTP;INTJ;INTP,Represent the country and negotiate agreements.
893,Journalist,Fact-Checking;Interviewing;Multimedia;Reporting;Writing;Graphic Design,Media;Storytelling;Public;Research;Field,ESTJ;ENTP,Report news and produce stories.
894,Video Editor,After Effects;Color Grading;Editing;Premiere Pro;Storytelling;Design Thinking;Marketing;Risk Management,Media;Creativity;Post-Production;Research;Sales,INFP;ESFJ;ESTJ;ISFP,Edit video content and craft narratives.
895,Photographer,Client Communication;Composition;Editing;Lighting;Photography;CAD;Communication,Media;Creativity;Art;Sales,ISFP;ENFP;ENTP,Shoot and edit photos for clients or media.
896,Music Producer,Arrangement;Collaboration;DAW;Mastering;Sound Design;Logistics;PowerPoint;Procurement,Music;Creativity;Production;Operations;Leadership,ESFJ;INFP;ENTP,Produce and polish music tracks.
897,Teacher (School),Assessment;Classroom Management;Communication;Lesson Planning;Subject Knowledge;CAD;Risk Management,Education;Teaching;Mentorship;Field,ENFJ;ISTJ;INTP,Teach and mentor students at school level.
898,Professor/Lecturer,Curriculum;Grant Writing;Publications;Research;Teaching;CAD;Photography,Education;Research;Teaching;Operations;Strategy,ESFJ;ESTJ;INTP,Teach in college and publish research.
899,Instructional Designer,Assessment;Pedagogy;Storyboarding;UX;Writing;Documentation;Marketing,Education;Design;Learning;Creativity,INFJ;ENFJ;INTP;ISTJ,Design e-learning materials and curricula.
